id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,node_idx
620431,M,South Region,A Level or Equivalent,30-40%,0-35,1,60,N,24882
620740,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,24883
620750,F,South East Region,Lower Than A Level,30-40%,0-35,1,60,N,24884
620810,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,24885
620824,M,London Region,A Level or Equivalent,0-10%,0-35,1,90,N,24886
621307,M,London Region,No Formal quals,20-30%,0-35,1,120,N,24887
622029,M,West Midlands Region,Lower Than A Level,50-60%,35-55,0,120,N,24888
622275,M,South East Region,Lower Than A Level,10-20,0-35,0,60,N,24889
622362,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,24890
622481,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,24891
622760,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,24892
622910,M,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,24893
622934,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,24894
622967,M,Scotland,Lower Than A Level,0-10%,35-55,0,90,N,24895
623166,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,Y,24896
623230,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,24897
623471,M,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,24898
623589,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,24899
623763,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,24900
623765,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,24901
623945,M,West Midlands Region,HE Qualification,10-20,0-35,1,60,N,24902
623955,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,24903
624282,M,London Region,HE Qualification,20-30%,35-55,0,60,N,24904
624740,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,24905
624864,M,Ireland,A Level or Equivalent,30-40%,0-35,0,120,N,24906
625245,M,South East Region,A Level or Equivalent,0-10%,35-55,0,60,N,24907
625515,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,24908
625743,M,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,24909
625802,M,South West Region,Lower Than A Level,0-10%,0-35,0,120,N,24910
626033,M,Ireland,A Level or Equivalent,,0-35,0,150,N,24911
626416,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,Y,24912
626454,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,24913
626477,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,180,N,24914
626514,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,24915
626579,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,24916
627365,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,24917
627443,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,24918
627829,M,London Region,Lower Than A Level,30-40%,35-55,1,150,N,24919
628149,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,N,24920
628308,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,Y,24921
628363,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,24922
628521,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,24923
628888,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,24924
628964,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,24925
629394,M,Scotland,A Level or Equivalent,20-30%,0-35,1,60,N,24926
629491,M,London Region,Lower Than A Level,0-10%,35-55,0,90,N,24927
629594,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,24928
629686,M,Wales,Lower Than A Level,50-60%,0-35,0,120,N,24929
629818,M,Wales,A Level or Equivalent,0-10%,35-55,1,90,N,24930
629907,F,North Western Region,Lower Than A Level,10-20,35-55,0,120,N,24931
629922,F,London Region,HE Qualification,20-30%,0-35,0,60,N,24932
629944,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,24933
630024,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,24934
630109,M,London Region,A Level or Equivalent,10-20,0-35,1,60,N,24935
630158,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,24936
630186,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,24937
630289,F,Scotland,HE Qualification,50-60%,35-55,0,150,Y,24938
630358,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,24939
630745,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,24940
630835,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,24941
630910,M,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,24942
630992,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,1,60,N,24943
631193,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,Y,24944
631438,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,24945
631658,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,24946
631681,F,North Region,Lower Than A Level,10-20,0-35,0,90,N,24947
631740,F,Wales,Lower Than A Level,0-10%,0-35,0,60,Y,24948
631750,M,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,24949
631837,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,24950
632179,F,East Midlands Region,Lower Than A Level,30-40%,0-35,1,90,N,24951
632276,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,24952
632290,M,North Region,A Level or Equivalent,0-10%,0-35,1,60,N,24953
632458,M,North Region,Lower Than A Level,0-10%,35-55,0,60,N,24954
632556,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,24955
632826,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,120,N,24956
633079,F,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,24957
633516,M,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,24958
633555,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,24959
633568,M,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,24960
633628,M,Ireland,A Level or Equivalent,20-30%,0-35,1,60,N,24961
633867,M,Scotland,Lower Than A Level,60-70%,0-35,0,90,N,24962
633931,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,90,N,24963
634088,M,North Region,A Level or Equivalent,,0-35,1,90,N,24964
634526,M,North Region,A Level or Equivalent,,0-35,1,90,N,24965
634601,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,90,N,24966
634749,M,South East Region,Lower Than A Level,80-90%,35-55,0,90,N,24967
634888,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,24968
634943,M,South Region,HE Qualification,70-80%,35-55,0,120,N,24969
635165,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,Y,24970
635184,M,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,24971
635191,M,West Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,24972
635271,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,24973
635746,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,Y,24974
635751,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,24975
635795,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,24976
635903,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,24977
635985,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,24978
636314,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,24979
636375,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,24980
636400,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,24981
636407,M,Scotland,HE Qualification,0-10%,35-55,0,120,N,24982
636408,F,Wales,A Level or Equivalent,10-20,35-55,0,60,N,24983
636469,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,24984
636492,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,24985
636547,M,West Midlands Region,HE Qualification,60-70%,0-35,0,120,N,24986
636565,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,24987
636634,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,Y,24988
636653,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,24989
636656,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,24990
636704,F,South Region,A Level or Equivalent,10-20,0-35,0,120,N,24991
636749,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,240,Y,24992
636830,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,24993
636832,M,Wales,A Level or Equivalent,30-40%,35-55,0,120,N,24994
637004,F,North Region,Lower Than A Level,30-40%,0-35,0,60,N,24995
637338,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,120,N,24996
637358,M,Wales,Lower Than A Level,20-30%,0-35,0,120,N,24997
637474,F,London Region,A Level or Equivalent,10-20,35-55,0,120,N,24998
637509,F,Ireland,Lower Than A Level,,0-35,0,150,N,24999
637514,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,25000
637563,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,25001
637582,M,East Anglian Region,HE Qualification,20-30%,35-55,0,90,N,25002
637788,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,25003
637800,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,Y,25004
637906,M,Wales,Lower Than A Level,50-60%,35-55,0,90,N,25005
637980,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,25006
638034,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,N,25007
638388,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,25008
638411,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,25009
638414,M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,25010
638425,M,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,25011
638498,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,90,N,25012
638515,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,90,N,25013
638625,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,25014
638655,M,South East Region,A Level or Equivalent,50-60%,0-35,0,90,N,25015
638677,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,25016
638831,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,90,N,25017
639028,F,London Region,Lower Than A Level,20-30%,0-35,0,90,N,25018
639231,M,London Region,Lower Than A Level,50-60%,0-35,0,120,N,25019
639234,M,Scotland,A Level or Equivalent,40-50%,0-35,0,120,Y,25020
639238,M,North Western Region,Lower Than A Level,60-70%,0-35,0,120,N,25021
639522,M,South East Region,A Level or Equivalent,30-40%,0-35,0,90,N,25022
639919,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,25023
639993,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,25024
640098,F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,25025
640140,M,London Region,Lower Than A Level,20-30%,0-35,0,240,N,25026
640278,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,25027
640329,F,London Region,A Level or Equivalent,70-80%,0-35,0,180,N,25028
640393,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,25029
640429,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,25030
640552,M,North Western Region,Lower Than A Level,40-50%,35-55,0,120,Y,25031
640584,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,25032
640711,F,Wales,Lower Than A Level,10-20,35-55,0,90,Y,25033
640752,M,North Western Region,HE Qualification,50-60%,0-35,0,60,N,25034
640774,M,London Region,Lower Than A Level,30-40%,0-35,0,120,N,25035
640848,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,25036
640892,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,Y,25037
640913,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,90,N,25038
640927,M,South Region,HE Qualification,50-60%,0-35,0,60,N,25039
641028,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,25040
641085,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,25041
641137,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,25042
641169,M,East Anglian Region,Lower Than A Level,50-60%,35-55,0,90,N,25043
641265,M,Wales,A Level or Equivalent,20-30%,0-35,0,240,N,25044
641275,M,North Region,Lower Than A Level,60-70%,0-35,0,60,N,25045
641307,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,25046
641309,M,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,25047
641311,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,25048
641401,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,25049
641404,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,25050
641433,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,25051
641461,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,25052
641470,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,25053
641547,M,South East Region,Lower Than A Level,40-50%,0-35,0,90,N,25054
641565,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,180,N,25055
641864,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,25056
641866,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,25057
641914,M,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,25058
642013,F,South East Region,A Level or Equivalent,60-70%,35-55,0,240,N,25059
642029,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,25060
642056,M,West Midlands Region,A Level or Equivalent,,0-35,0,60,N,25061
642128,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,25062
642375,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,25063
642448,M,South Region,Lower Than A Level,30-40%,0-35,0,120,N,25064
642449,F,South Region,Lower Than A Level,80-90%,0-35,0,90,N,25065
642493,M,Wales,Lower Than A Level,60-70%,0-35,0,60,N,25066
642496,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,180,N,25067
642498,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,25068
642536,F,North Region,Lower Than A Level,,35-55,0,60,N,25069
642551,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,25070
642560,M,East Midlands Region,HE Qualification,60-70%,0-35,0,60,N,25071
642626,F,North Western Region,Lower Than A Level,20-30%,0-35,0,120,Y,25072
642730,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,25073
642740,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,25074
642750,M,London Region,HE Qualification,0-10%,35-55,0,90,N,25075
642840,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,120,Y,25076
642843,M,South Region,Lower Than A Level,80-90%,35-55,0,120,Y,25077
642872,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,90,N,25078
642909,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,120,N,25079
642939,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,25080
643024,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,25081
643069,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,N,25082
643202,M,East Midlands Region,HE Qualification,50-60%,0-35,0,60,N,25083
643220,M,East Midlands Region,HE Qualification,40-50%,0-35,0,60,N,25084
643273,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,25085
643326,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,25086
643372,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,25087
643379,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,25088
643455,M,South Region,Lower Than A Level,20-30%,0-35,0,120,Y,25089
643466,M,North Region,HE Qualification,,0-35,0,60,N,25090
643477,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,25091
643496,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,25092
643502,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,25093
643591,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,25094
643653,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,Y,25095
643696,M,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,25096
643751,M,South East Region,HE Qualification,50-60%,35-55,0,60,N,25097
643754,F,South East Region,HE Qualification,30-40%,0-35,0,60,N,25098
644025,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,25099
644210,M,South West Region,Lower Than A Level,80-90%,0-35,0,180,Y,25100
644303,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,25101
644343,M,South West Region,Lower Than A Level,90-100%,0-35,0,120,N,25102
644361,F,North Western Region,Lower Than A Level,40-50%,35-55,0,120,N,25103
644430,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,25104
644450,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,25105
644508,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,25106
644761,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,25107
644784,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,25108
644791,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,25109
644818,M,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,25110
644834,M,Wales,HE Qualification,0-10%,0-35,0,60,N,25111
644847,M,North Western Region,Lower Than A Level,0-10%,0-35,0,150,N,25112
644871,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,25113
644885,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,25114
644934,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,25115
644936,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,25116
644967,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,25117
645003,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,25118
645020,M,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,25119
645078,M,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,25120
645145,M,South East Region,Lower Than A Level,60-70%,0-35,0,120,N,25121
645194,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,180,Y,25122
645366,M,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,25123
645401,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,90,N,25124
645405,M,South West Region,Lower Than A Level,70-80%,35-55,0,120,N,25125
645407,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,25126
645433,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,25127
645496,M,South West Region,Lower Than A Level,0-10%,35-55,0,90,Y,25128
645518,M,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,25129
645529,F,South West Region,Lower Than A Level,10-20,0-35,0,120,N,25130
645618,F,North Western Region,HE Qualification,20-30%,35-55,0,210,N,25131
645638,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,25132
645705,M,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,25133
645732,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,25134
645784,F,Scotland,Lower Than A Level,10-20,0-35,0,90,N,25135
645787,F,London Region,No Formal quals,50-60%,35-55,0,210,N,25136
645790,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,25137
645800,M,Wales,A Level or Equivalent,40-50%,0-35,0,120,N,25138
645840,M,Ireland,Lower Than A Level,90-100%,35-55,0,120,N,25139
645880,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,25140
645960,F,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,25141
645997,M,London Region,HE Qualification,10-20,0-35,0,90,N,25142
646015,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,25143
646017,M,South West Region,A Level or Equivalent,0-10%,0-35,0,90,N,25144
646053,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,Y,25145
646074,M,London Region,Lower Than A Level,70-80%,35-55,0,90,N,25146
646083,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,25147
646085,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,25148
646091,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,25149
646120,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,90,N,25150
646138,M,North Western Region,Lower Than A Level,80-90%,0-35,0,90,N,25151
646313,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,25152
646357,M,Wales,Lower Than A Level,30-40%,35-55,0,60,N,25153
646402,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,120,N,25154
646460,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,25155
646498,M,South West Region,A Level or Equivalent,20-30%,0-35,0,120,Y,25156
646539,F,Scotland,HE Qualification,0-10%,0-35,0,90,N,25157
646540,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,25158
646551,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,25159
646613,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,25160
646638,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,25161
646670,M,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,25162
646734,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,25163
646742,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,210,N,25164
646750,M,North Region,A Level or Equivalent,,0-35,0,120,N,25165
646778,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,25166
646807,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,180,N,25167
646972,F,London Region,HE Qualification,20-30%,0-35,0,60,N,25168
646990,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,N,25169
647005,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,25170
647033,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,Y,25171
647040,M,London Region,A Level or Equivalent,30-40%,35-55,0,120,N,25172
647045,F,Wales,Lower Than A Level,0-10%,35-55,0,90,N,25173
647072,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,25174
647111,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,25175
647154,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,25176
647169,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,25177
647171,M,London Region,Lower Than A Level,10-20,0-35,0,120,Y,25178
647194,M,North Western Region,HE Qualification,70-80%,0-35,0,60,N,25179
647210,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,25180
647245,M,London Region,No Formal quals,20-30%,0-35,0,150,N,25181
647284,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,25182
647320,F,Ireland,Lower Than A Level,30-40%,0-35,0,120,N,25183
647321,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,25184
647324,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,Y,25185
647339,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,25186
647348,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,25187
647398,M,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,25188
647399,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,Y,25189
647425,F,Wales,Lower Than A Level,80-90%,35-55,0,120,N,25190
647485,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,Y,25191
647496,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,25192
647525,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,25193
647594,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,90,N,25194
647598,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,25195
647765,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,25196
647784,F,North Region,HE Qualification,10-20,0-35,0,60,N,25197
647799,M,East Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,25198
647841,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,25199
647898,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,25200
647910,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,25201
647915,M,Scotland,A Level or Equivalent,60-70%,0-35,0,180,N,25202
647945,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,25203
647987,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,Y,25204
648027,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,N,25205
648037,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,25206
648038,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,25207
648040,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,25208
648086,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,90,N,25209
648105,M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,25210
648114,M,Scotland,Lower Than A Level,80-90%,0-35,0,90,N,25211
648116,F,North Region,Lower Than A Level,10-20,0-35,0,120,N,25212
648118,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,25213
648137,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,25214
648190,M,North Region,Lower Than A Level,10-20,0-35,0,120,N,25215
648244,F,Wales,HE Qualification,40-50%,0-35,0,120,N,25216
648254,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,25217
648287,M,Wales,A Level or Equivalent,80-90%,0-35,0,150,N,25218
648348,M,North Western Region,HE Qualification,10-20,0-35,0,90,N,25219
648353,M,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,25220
648365,M,South West Region,HE Qualification,20-30%,0-35,0,60,N,25221
648366,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,25222
648373,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,25223
648455,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,25224
648457,M,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,25225
648470,F,South East Region,A Level or Equivalent,30-40%,0-35,0,90,N,25226
648508,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,Y,25227
648515,M,Scotland,A Level or Equivalent,50-60%,0-35,0,120,N,25228
648531,M,London Region,Lower Than A Level,80-90%,0-35,0,150,Y,25229
648546,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,25230
648564,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,25231
648571,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,25232
648576,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,25233
648611,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,25234
648613,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,25235
648650,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,180,N,25236
648661,M,South West Region,Lower Than A Level,0-10%,35-55,0,60,Y,25237
648667,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,25238
648685,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,25239
648698,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,25240
648725,M,South West Region,A Level or Equivalent,60-70%,0-35,0,120,N,25241
648804,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,25242
648815,M,Scotland,Lower Than A Level,0-10%,0-35,0,120,N,25243
648840,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,25244
648863,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,25245
648867,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,25246
648903,M,London Region,Lower Than A Level,70-80%,0-35,0,120,N,25247
648927,M,North Region,A Level or Equivalent,0-10%,0-35,0,150,Y,25248
